Current Standard Occupation Code|Current Job Title|Match Standard Occupation Code|Match Job Title|Match Rank|Base Employment|Total Job Openings|Median Hourly Wage|Median Annual Wage|Entry Level Education|Work Experience|Job Training|Location
47-2152.01|Pipe Fitters and Steamfitters|47-2111|Electricians|8|6120|8190|30.33|63081|High school diploma or equivalent|None|Apprenticeship|Kern
49-9071.00|Maintenance and Repair Workers, General|49-9041|Industrial Machinery Mechanics|5|6070|6340|29.26|60842|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-2152.01|Pipe Fitters and Steamfitters|47-2011|Boilermakers|7|5710|6860|36.94|76844|High school diploma or equivalent|5 years or more|None|Kern
47-2152.02|Plumbers|47-2011|Boilermakers|5|5710|6860|36.94|76844|High school diploma or equivalent|5 years or more|None|Kern
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|2|5710|6860|36.94|76844|High school diploma or equivalent|5 years or more|None|Kern
51-1011.00|First-Line Supervisors of Production and Operating Workers|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|6|5710|6860|36.94|76844|High school diploma or equivalent|5 years or more|None|Kern
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|51-1011|First-Line Supervisors of Production and Operating Workers|10|5340|5920|31.34|65182|High school diploma or equivalent|Less than 5 years|None|Kern
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-3092|Food Batchmakers|7|5080|7640|16.02|33327|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-3092|Food Batchmakers|2|5080|7640|16.02|33327|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-4121|Solderers and Brazers|4|4750|5810|21.19|44084|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9198.00|Helpers--Production Workers|35-9021|Dishwashers|1|4750|7970|14.52|30206|No formal educational credential|None|Short-term on-the-job training|Kern
51-9198.00|Helpers--Production Workers|51-4121|Welders, Cutters, and Welder Fitters|5|4750|5810|21.19|44084|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7051.00|Industrial Truck and Tractor Operators|51-4121|Welders, Cutters, and Welder Fitters|6|4750|5810|21.19|44084|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|7|4090|4260|37.89|78810|High school diploma or equivalent|Less than 5 years|None|Kern
51-1011.00|First-Line Supervisors of Production and Operating Workers|49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|9|4090|4260|37.89|78810|High school diploma or equivalent|Less than 5 years|None|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|47-2152|Pipe Fitters and Steamfitters|3|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|47-2152|Plumbers|5|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
47-2111.00|Electricians|47-2152|Pipe Fitters and Steamfitters|5|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
47-2111.00|Electricians|47-2152|Plumbers|6|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
47-2152.01|Pipe Fitters and Steamfitters|47-2152|Plumbers|1|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
47-2152.02|Plumbers|47-2152|Pipe Fitters and Steamfitters|1|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
49-9071.00|Maintenance and Repair Workers, General|47-2152|Plumbers|1|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
49-9071.00|Maintenance and Repair Workers, General|47-2152|Pipe Fitters and Steamfitters|4|3770|4990|28.27|58792|High school diploma or equivalent|None|Apprenticeship|Kern
51-9198.00|Helpers--Production Workers|51-3023|Slaughterers and Meat Packers|6|3630|4630|15.23|31688|No formal educational credential|None|Short-term on-the-job training|Kern
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|49-3031|Bus and Truck Mechanics and Diesel Engine Specialists|2|3550|3990|25.09|52190|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-2111.00|Electricians|49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|7|3440|4250|31.8|66130|Postsecondary non-degree award|None|Moderate-term on-the-job training|Kern
47-2111.00|Electricians|49-9021|Heating and Air Conditioning Mechanics and Installers|1|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
47-2111.00|Electricians|49-9021|Refrigeration Mechanics and Installers|2|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
47-2152.01|Pipe Fitters and Steamfitters|49-9021|Heating and Air Conditioning Mechanics and Installers|6|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
47-2152.02|Plumbers|49-9021|Heating and Air Conditioning Mechanics and Installers|3|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
47-2152.02|Plumbers|49-9021|Refrigeration Mechanics and Installers|9|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|49-9021|Heating and Air Conditioning Mechanics and Installers|8|3050|3600|27.32|56825|Postsecondary non-degree award|None|Long-term on-the-job training|Kern
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|53-1031|First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators|4|2940|3940|17.31|36000|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-1011.00|First-Line Supervisors of Production and Operating Workers|53-1011|Aircraft Cargo Handling Supervisors|2|2940|3940|17.31|36000|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-1011.00|First-Line Supervisors of Production and Operating Workers|53-1021|First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand|7|2940|3940|17.31|36000|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-1011.00|First-Line Supervisors of Production and Operating Workers|53-1031|First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators|10|2940|3940|17.31|36000|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
49-3031.00|Bus and Truck Mechanics and Diesel Engine Specialists|49-3041|Farm Equipment Mechanics and Service Technicians|5|2150|2330|21.53|44769|High school diploma or equivalent|None|Long-term on-the-job training|Kern
49-9041.00|Industrial Machinery Mechanics|51-4041|Machinists|7|2050|2330|21.6|44932|High school diploma or equivalent|None|Long-term on-the-job training|Kern
51-4041.00|Machinists|51-4062|Patternmakers, Metal and Plastic|1|2050|2330|21.6|44932|High school diploma or equivalent|None|Long-term on-the-job training|Kern
51-4041.00|Machinists|51-4061|Model Makers, Metal and Plastic|3|2050|2330|21.6|44932|High school diploma or equivalent|None|Long-term on-the-job training|Kern
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-4051|Metal-Refining Furnace Operators and Tenders|6|2050|2330|21.6|44932|High school diploma or equivalent|None|Long-term on-the-job training|Kern
53-7051.00|Industrial Truck and Tractor Operators|51-4052|Pourers and Casters, Metal|8|2050|2330|21.6|44932|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-5012.00|Rotary Drill Operators, Oil and Gas|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|10|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5013.00|Service Unit Operators, Oil, Gas, and Mining|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|2|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-8091.00|Chemical Plant and System Operators|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|2|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|2|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9011.00|Chemical Equipment Operators and Tenders|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|1|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|1|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7073.00|Wellhead Pumpers|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|7|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7121.00|Tank Car, Truck, and Ship Loaders|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|5|1930|2640|23.3|48465|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-2111.00|Electricians|49-3042|Mobile Heavy Equipment Mechanics, Except Engines|3|1750|1960|29.26|60851|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-5013.00|Service Unit Operators, Oil, Gas, and Mining|49-3043|Rail Car Repairers|8|1750|1960|29.26|60851|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-5081.00|Helpers--Extraction Workers|49-3043|Rail Car Repairers|8|1750|1960|29.26|60851|High school diploma or equivalent|None|Long-term on-the-job training|Kern
49-3031.00|Bus and Truck Mechanics and Diesel Engine Specialists|49-3042|Mobile Heavy Equipment Mechanics, Except Engines|4|1750|1960|29.26|60851|High school diploma or equivalent|None|Long-term on-the-job training|Kern
49-9041.00|Industrial Machinery Mechanics|49-3042|Mobile Heavy Equipment Mechanics, Except Engines|3|1750|1960|29.26|60851|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-5011.00|Derrick Operators, Oil and Gas|47-5013|Service Unit Operators, Oil, Gas, and Mining|3|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
47-5012.00|Rotary Drill Operators, Oil and Gas|47-5013|Service Unit Operators, Oil, Gas, and Mining|1|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
47-5081.00|Helpers--Extraction Workers|47-5013|Service Unit Operators, Oil, Gas, and Mining|5|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|47-5013|Service Unit Operators, Oil, Gas, and Mining|6|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
53-7073.00|Wellhead Pumpers|47-5013|Service Unit Operators, Oil, Gas, and Mining|10|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
53-7121.00|Tank Car, Truck, and Ship Loaders|47-5013|Service Unit Operators, Oil, Gas, and Mining|6|1550|2340|26.68|55496|No formal educational credential|None|Moderate-term on-the-job training|Kern
51-8091.00|Chemical Plant and System Operators|51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|7|1510|1960|18.09|37630|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9011.00|Chemical Equipment Operators and Tenders|51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|7|1510|1960|18.09|37630|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5071.00|Roustabouts, Oil and Gas|49-3093|Tire Repairers and Changers|3|1380|1510|15.99|33258|High school diploma or equivalent|None|Short-term on-the-job training|Kern
47-5012.00|Rotary Drill Operators, Oil and Gas|53-7121|Tank Car, Truck, and Ship Loaders|6|1340|2140|24.59|51146|No formal educational credential|None|Short-term on-the-job training|Kern
47-5081.00|Helpers--Extraction Workers|53-7121|Tank Car, Truck, and Ship Loaders|9|1340|2140|24.59|51146|No formal educational credential|None|Short-term on-the-job training|Kern
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|53-7121|Tank Car, Truck, and Ship Loaders|9|1340|2140|24.59|51146|No formal educational credential|None|Short-term on-the-job training|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|19-4093|Forest and Conservation Technicians|4|1330|1820|0|0|Associate's degree|None|None|Kern
47-2152.01|Pipe Fitters and Steamfitters|49-9044|Millwrights|2|1250|1460|24.69|51369|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-2152.02|Plumbers|49-9044|Millwrights|4|1250|1460|24.69|51369|High school diploma or equivalent|None|Long-term on-the-job training|Kern
47-5071.00|Roustabouts, Oil and Gas|49-9045|Refractory Materials Repairers, Except Brickmasons|10|1250|1460|24.69|51369|High school diploma or equivalent|None|Long-term on-the-job training|Kern
49-9041.00|Industrial Machinery Mechanics|49-9043|Maintenance Workers, Machinery|4|1250|1460|24.69|51369|High school diploma or equivalent|None|Long-term on-the-job training|Kern
49-9041.00|Industrial Machinery Mechanics|49-9044|Millwrights|9|1250|1460|24.69|51369|High school diploma or equivalent|None|Long-term on-the-job training|Kern
