Current SOC,Current Title,Match SOC,,Match Title,Index,Base Employment,Numeric Change,% Change,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training,
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,10,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-8013.00,Power Plant Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,4,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-8091.00,Chemical Plant and System Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,5,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-8092.00,Gas Plant Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,2,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,5,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-9011.00,Chemical Equipment Operators and Tenders,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,6,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,9,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
53-7073.00,Wellhead Pumpers,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,1,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,1,12580,830,0.1,19550,15.12,31446,No formal educational credential,None,Short-term on-the-job training,Kern
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3033.00,53-3033,Light Truck or Delivery Services Drivers,9,11600,1800,0.2,16010,17.88,37187,High school diploma or equivalent,None,Short-term on-the-job training,Kern
53-7051.00,Industrial Truck and Tractor Operators,53-3033.00,53-3033,Light Truck or Delivery Services Drivers,9,11600,1800,0.2,16010,17.88,37187,High school diploma or equivalent,None,Short-term on-the-job training,Kern
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7051.00,53-7051,Industrial Truck and Tractor Operators,10,11300,2090,0.2,15970,19.04,39617,No formal educational credential,None,Short-term on-the-job training,Kern
47-5011.00,"Derrick Operators, Oil and Gas",45-2093.00,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",8,9980,-60,0,16190,15.06,31327,No formal educational credential,None,Short-term on-the-job training,Kern
47-5071.00,"Roustabouts, Oil and Gas",45-2093.00,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",8,9980,-60,0,16190,15.06,31327,No formal educational credential,None,Short-term on-the-job training,Kern
51-9198.00,Helpers--Production Workers,37-3011.00,37-3011,Landscaping and Groundskeeping Workers,3,9470,950,0.1,13830,16.33,33966,No formal educational credential,None,Short-term on-the-job training,Kern
51-4121.07,Solderers and Brazers,51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,1,8570,570,0.1,10860,15.97,33213,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-9198.00,Helpers--Production Workers,51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,2,8570,570,0.1,10860,15.97,33213,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,7,8570,570,0.1,10860,15.97,33213,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
47-2152.01,Pipe Fitters and Steamfitters,47-2031.02,47-2031,Rough Carpenters,5,8090,820,0.1,9620,25.17,52359,High school diploma or equivalent,None,Apprenticeship,Kern
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3023.01,49-3023,Automotive Master Mechanics,6,7500,170,0,7550,22.29,46350,Postsecondary non-degree award,None,Short-term on-the-job training,Kern
49-9041.00,Industrial Machinery Mechanics,49-3023.01,49-3023,Automotive Master Mechanics,5,7500,170,0,7550,22.29,46350,Postsecondary non-degree award,None,Short-term on-the-job training,Kern
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-5071.00,43-5071,"Shipping, Receiving, and Traffic Clerks",3,7120,1000,0.1,8570,17.08,35539,High school diploma or equivalent,None,Short-term on-the-job training,Kern
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,45-1011.08,45-1011,First-Line Supervisors of Animal Husbandry and Animal Care Workers,2,6170,180,0,9430,20.54,42713,High school diploma or equivalent,Less than 5 years,None,Kern
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",45-1011.08,45-1011,First-Line Supervisors of Animal Husbandry and Animal Care Workers,6,6170,180,0,9430,20.54,42713,High school diploma or equivalent,Less than 5 years,None,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,45-1011.07,45-1011,First-Line Supervisors of Agricultural Crop and Horticultural Workers,3,6170,180,0,9430,20.54,42713,High school diploma or equivalent,Less than 5 years,None,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,45-1011.05,45-1011,First-Line Supervisors of Logging Workers,5,6170,180,0,9430,20.54,42713,High school diploma or equivalent,Less than 5 years,None,Kern
47-2152.01,Pipe Fitters and Steamfitters,47-2111.00,47-2111,Electricians,8,6120,690,0.1,8190,30.33,63081,High school diploma or equivalent,None,Apprenticeship,Kern
49-9071.00,"Maintenance and Repair Workers, General",49-9041.00,49-9041,Industrial Machinery Mechanics,5,6070,530,0.1,6340,29.26,60842,High school diploma or equivalent,None,Long-term on-the-job training,Kern
47-2152.01,Pipe Fitters and Steamfitters,47-2011.00,47-2011,Boilermakers,7,5710,610,0.1,6860,36.94,76844,High school diploma or equivalent,5 years or more,None,Kern
47-2152.02,Plumbers,47-2011.00,47-2011,Boilermakers,5,5710,610,0.1,6860,36.94,76844,High school diploma or equivalent,5 years or more,None,Kern
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",47-1011.00,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2,5710,610,0.1,6860,36.94,76844,High school diploma or equivalent,5 years or more,None,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,47-1011.00,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,6,5710,610,0.1,6860,36.94,76844,High school diploma or equivalent,5 years or more,None,Kern
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",51-1011.00,51-1011,First-Line Supervisors of Production and Operating Workers,10,5340,310,0.1,5920,31.34,65182,High school diploma or equivalent,Less than 5 years,None,Kern
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-3092.00,51-3092,Food Batchmakers,7,5080,70,0,7640,16.02,33327,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-3092.00,51-3092,Food Batchmakers,2,5080,70,0,7640,16.02,33327,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4121.07,51-4121,Solderers and Brazers,4,4750,390,0.1,5810,21.19,44084,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-9198.00,Helpers--Production Workers,35-9021.00,35-9021,Dishwashers,1,4750,240,0.1,7970,14.52,30206,No formal educational credential,None,Short-term on-the-job training,Kern
51-9198.00,Helpers--Production Workers,51-4121.06,51-4121,"Welders, Cutters, and Welder Fitters",5,4750,390,0.1,5810,21.19,44084,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
53-7051.00,Industrial Truck and Tractor Operators,51-4121.06,51-4121,"Welders, Cutters, and Welder Fitters",6,4750,390,0.1,5810,21.19,44084,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,49-1011.00,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",7,4090,350,0.1,4260,37.89,78810,High school diploma or equivalent,Less than 5 years,None,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,49-1011.00,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",9,4090,350,0.1,4260,37.89,78810,High school diploma or equivalent,Less than 5 years,None,Kern
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-2152.01,47-2152,Pipe Fitters and Steamfitters,3,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-2152.02,47-2152,Plumbers,5,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
47-2111.00,Electricians,47-2152.01,47-2152,Pipe Fitters and Steamfitters,5,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
47-2111.00,Electricians,47-2152.02,47-2152,Plumbers,6,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
47-2152.01,Pipe Fitters and Steamfitters,47-2152.02,47-2152,Plumbers,1,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
47-2152.02,Plumbers,47-2152.01,47-2152,Pipe Fitters and Steamfitters,1,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
49-9071.00,"Maintenance and Repair Workers, General",47-2152.02,47-2152,Plumbers,1,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
49-9071.00,"Maintenance and Repair Workers, General",47-2152.01,47-2152,Pipe Fitters and Steamfitters,4,3770,520,0.1,4990,28.27,58792,High school diploma or equivalent,None,Apprenticeship,Kern
51-9198.00,Helpers--Production Workers,51-3023.00,51-3023,Slaughterers and Meat Packers,6,3630,90,0,4630,15.23,31688,No formal educational credential,None,Short-term on-the-job training,Kern
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-3031.00,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2,3550,480,0.1,3990,25.09,52190,High school diploma or equivalent,None,Long-term on-the-job training,Kern
47-2111.00,Electricians,49-2022.00,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",7,3440,300,0.1,4250,31.8,66130,Postsecondary non-degree award,None,Moderate-term on-the-job training,Kern
47-2111.00,Electricians,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,1,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
47-2111.00,Electricians,49-9021.02,49-9021,Refrigeration Mechanics and Installers,2,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
47-2152.01,Pipe Fitters and Steamfitters,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,6,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
47-2152.02,Plumbers,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,3,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
47-2152.02,Plumbers,49-9021.02,49-9021,Refrigeration Mechanics and Installers,9,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,8,3050,420,0.1,3600,27.32,56825,Postsecondary non-degree award,None,Long-term on-the-job training,Kern
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",53-1031.00,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,4,2940,340,0.1,3940,17.31,36000,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,53-1011.00,53-1011,Aircraft Cargo Handling Supervisors,2,2940,340,0.1,3940,17.31,36000,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,53-1021.00,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",7,2940,340,0.1,3940,17.31,36000,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-1011.00,First-Line Supervisors of Production and Operating Workers,53-1031.00,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,10,2940,340,0.1,3940,17.31,36000,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3041.00,49-3041,Farm Equipment Mechanics and Service Technicians,5,2150,130,0.1,2330,21.53,44769,High school diploma or equivalent,None,Long-term on-the-job training,Kern
49-9041.00,Industrial Machinery Mechanics,51-4041.00,51-4041,Machinists,7,2050,170,0.1,2330,21.6,44932,High school diploma or equivalent,None,Long-term on-the-job training,Kern
51-4041.00,Machinists,51-4062.00,51-4062,"Patternmakers, Metal and Plastic",1,2050,170,0.1,2330,21.6,44932,High school diploma or equivalent,None,Long-term on-the-job training,Kern
51-4041.00,Machinists,51-4061.00,51-4061,"Model Makers, Metal and Plastic",3,2050,170,0.1,2330,21.6,44932,High school diploma or equivalent,None,Long-term on-the-job training,Kern
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-4051.00,51-4051,Metal-Refining Furnace Operators and Tenders,6,2050,170,0.1,2330,21.6,44932,High school diploma or equivalent,None,Long-term on-the-job training,Kern
53-7051.00,Industrial Truck and Tractor Operators,51-4052.00,51-4052,"Pourers and Casters, Metal",8,2050,170,0.1,2330,21.6,44932,High school diploma or equivalent,None,Long-term on-the-job training,Kern
47-5012.00,"Rotary Drill Operators, Oil and Gas",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",10,1930,270,0.1,2640,23.3,48465,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,1930,270,0.1,2640,23.3,48465,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-8091.00,Chemical Plant and System Operators,51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,1930,270,0.1,2640,23.3,48465,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,1930,270,0.1,2640,23.3,48465,High school diploma or equivalent,None,Moderate-term on-the-job training,Kern
